mlip,T_K,sigma_mS_cm,kinisi_sigma_std_mS_cm,fit_Ea_eV,fit_Ea_err_eV,fit_sigma300_mS_cm,fit_sigma300_min_mS_cm,fit_sigma300_max_mS_cm,fit_R2
mace,600.0,524.392607053287,33.78855845146134,0.25638192851874536,0.011240474060363872,7.306515139810454,5.58070876027448,9.56601854379043,0.9997373955168635
mace,800.0,1323.2327897061912,79.34393001301736,0.25638192851874536,0.011240474060363872,7.306515139810454,5.58070876027448,9.56601854379043,0.9997373955168635
mace,1000.0,2293.965858758333,135.31000956708047,0.25638192851874536,0.011240474060363872,7.306515139810454,5.58070876027448,9.56601854379043,0.9997373955168635
