mlip,T_K,sigma_mS_cm,kinisi_sigma_std_mS_cm,fit_Ea_eV,fit_Ea_err_eV,fit_sigma300_mS_cm,fit_sigma300_min_mS_cm,fit_sigma300_max_mS_cm,fit_R2
mace,600.0,3.998115220969667,2.042708066221652,0.6020556953226492,0.03919496513441803,0.0008997513208491622,0.0003308858593161709,0.0024466214453614833,0.7653678711573291
mace,800.0,871.0087906186097,77.89999147641282,0.6020556953226492,0.03919496513441803,0.0008997513208491622,0.0003308858593161709,0.0024466214453614833,0.7653678711573291
mace,1000.0,2816.511870565503,262.3501827616889,0.6020556953226492,0.03919496513441803,0.0008997513208491622,0.0003308858593161709,0.0024466214453614833,0.7653678711573291
