mlip,T_K,sigma_mS_cm,kinisi_sigma_std_mS_cm,fit_Ea_eV,fit_sigma300_mS_cm,fit_R2
mace,600.0,154.47021204973896,15.27914304962349,0.331348598899304,0.49716957825567487,0.9982248097055615
mace,800.0,527.7615673320857,34.974319113750276,0.331348598899304,0.49716957825567487,0.9982248097055615
mace,1000.0,1221.953253424655,81.76881058372025,0.331348598899304,0.49716957825567487,0.9982248097055615
