mlip,T_K,sigma_mS_cm,kinisi_sigma_std_mS_cm,fit_Ea_eV,fit_sigma300_mS_cm,fit_R2
mace,600.0,1902.135697934596,115.66429424028256,0.1488077629767146,210.7367554890031,0.9962951082912221
mace,800.0,2770.6496887170915,174.26129649052373,0.1488077629767146,210.7367554890031,0.9962951082912221
mace,1000.0,3645.5704550907626,241.2395698765171,0.1488077629767146,210.7367554890031,0.9962951082912221
