mlip,T_K,sigma_mS_cm,kinisi_sigma_std_mS_cm,fit_Ea_eV,fit_sigma300_mS_cm,fit_R2
mace,600.0,970.0791536209143,61.50634141735098,0.20618293695546183,34.55292257899008,0.9865809631091127
mace,800.0,1700.9692212083348,113.18363634681096,0.20618293695546183,34.55292257899008,0.9865809631091127
mace,1000.0,2946.889764738682,163.5508210889079,0.20618293695546183,34.55292257899008,0.9865809631091127
