mlip,T_K,sigma_mS_cm,kinisi_sigma_std_mS_cm,fit_Ea_eV,fit_sigma300_mS_cm,fit_R2
mace,600.0,31.065044622829138,10.087587432748064,0.70298685565658,0.00010830595046488209,0.9244581860239296
mace,800.0,2396.2611715464973,380.84899010646245,0.70298685565658,0.00010830595046488209,0.9244581860239296
mace,1000.0,3426.9025282608154,368.0777085336877,0.70298685565658,0.00010830595046488209,0.9244581860239296
